business_id|date|review_id|stars|text|type|user_id|cool|funny|useful
AzDfm1RUDMrKIsBeDv04nQ|2013-08-21|Qe81FcIW6X0N0fALYfWJ3Q|5|I went to Sugar N Spice with a running group that frequents the restaurant. They knew most of my group by name as well as their usual orders. They were helpful and accommodating and had amazing breakfast sandwiches. I bragged about Sugar N Spice on Facebook later that day and I friend of mine visited the next day. He was equally as pleased. I'll be back again and again!|review|ANtOgsl3gf1IkVqdJGCwfA|0|0|1
bgTB6MgdVQssXhkNJ7qIfw|2012-11-18|8gjupBNdtrGaopL8uSMD3A|5|Loved the happy hour menu.|review|YsJGqFIEtV02NmFCF1fkiw|1|0|0
M6fjHpkL9IRI-nI0BattRw|2011-07-18|3f8pf0rygdsaoxLo8eUAFA|5|Great place. Great salads and sandwiches. I recommend the baby bleu salad or the RBC sandwich. GREAT local and not local a beer on tap an in bottles. GREAT all day happy hour on sundays and mondays $2.50 drafts all day!|review|HMU7DyjfQFWtTYOLn4fooQ|0|0|0
yJr24Yy1K6bt2G9fX3_zPA|2010-09-19|OhF8U93kV18MBrtoRJeamw|4|I visited today with a friend & we were both very pleased with our dinner. We shared an appetizer of Calypso Chips which are fried plantain chips with black bean dip. I honestly wanted to lick the dip bowl, lol. I saved some room for the Pollo Cubano, which seemed like it would be a simple dish. Chicken, beans & rice. It was simply delicious. The chicken was moist & tasted of citrus & the beans & rice had a tang to them (not hot or spicy, just tasty). My friend had the ox tail, something I'd never had nor had I ever really wanted, lol, but I tasted it & it was very yummy. For desert we shared a small coconut flan with citrus sauce. It was good but very rich & filling. I washed it all down with a glass of the Veniterra - pinot grigio - Argentina wine.  The entire meal was great, the staff were very friendly & helpful. The location is simple, but I went there for the food, not cushy seats & I did love the live guitar music. It was a little pricier than I'd expected, but the servings are big. Next time I'll go for lunch!|review|BV8c4QZEzvPWA00ZqJp-jQ|0|1|1
wl51t6lT7leiX64SlkOx6g|2014-01-20|rz0OG4PgudR1k4kzZtPT8Q|5|Great service, sat at bar(dining solo)... Great food and the only place I've eaten so far that I will def come back to! Yumm yumm|review|PncaJjviLC-DasQxV3Wdeg|0|0|0
V6BYjHM9SnXscfkln3hCdA|2011-10-02|m91vo4_qdxMYmlxClod3Eg|5|OMG....A co-worker recommended Orange Table for their killer Corned Beef hash. It was cooked to perfection and a nice helping of food. My other Buddies had the Omlette & pancakes. Also VERY tasty! The Chef made her way to the table twice to see how the food & service was. Very friendly and professional wait staff, very intuitive. We dined on the patio, which was quite plesent. Coffee extradionaire along with tasty iced tea. (unlimited refills) nice. I will for sure be back and bring in new friends to this hidden GEM. Just a couple doors down from the infamous AZ88. Easy hassle free parking and killer great times. Check it out!!|review|fBKxTDmCQaLEnyW5DhMQVQ|0|0|0
eHcQzL5eebqvKrLW5q283w|2013-01-20|ZhnEI347fxUT4kT1lMAlng|4|The sandwiches are excellent and decently meaty.  I haven't tried any other items, but will in the future based on the quality of the sandwiches.  Service is friendly and efficient.|review|SHcX9hp5RG3-OqsbvissIQ|0|0|0
S8pptjMpmKGKrJ8yAmq-Zg|2014-01-24|gAWBAfehf884-r7f-LRjmg|5|Great place. Very cool specialty cocktails and a large social bar. Well done! New favorite hang out.|review|QQxczGOdxkCz9v_efl_HlA|0|0|0
x-lEn6WxwqSNrdYdgjRsyw|2010-11-04|M8fyG8wahcCPZ3VWuZFA5Q|4|I've gone here twice now and I can say this place is pretty awesome for a quick sandwich, especially compared to those chains like Subway that can get extremely old after awhile. Dilly's is reasonably priced and has fresh bread as well as Boar's Head brand meats which are always bomb!|review|KCTi7U0vxqm7Bxzl7Avbpw|0|0|0
DBoebGeuz91QAP3tSFYs6w|2013-05-22|C854FclOAKvYZQW8HOXe1g|4|I am a huge fan of Capriotti's! My two personal favorite sandwiches are Capastrami (which is pastrami Swiss cheese, Russian Dressing, and cole slaw). Then the Bobbie which is ( Turkey, cranberry sauce, stuffing, and mayo). Both are incredibly good i always have a hard time deciding between the two when i go. The service has always been good, and they make their sandwiches very quickly. They do a great job. The restaurant  is always clean and same with their bathrooms. I love this place! The only thing i wish changed was their prices. They are a little pricy for what you get but their food does outweigh their price, at least for me.|review|sR_mlVzYpvpunzwjRGJknQ|0|0|0
IxRxm34eehQ-Vx1qcsIAWg|2012-07-31|Hr9gvQxLnsY-4NiudAt-Jg|5|Just moved out here from Houston where there were alot of Sams Clubs. Always had great service so was excited to see if Phoenix kept up the same quality of customer service. Well, good news is that it felt like home here. People were very friendly. Inventory was just as I expected and am happy that I will have the same level of service as I had always received at Sams. Thank you and will be returning often!|review|G40hkDrLRzPZjSMh57chng|0|0|0
Bc4DoKgrKCtCuN-0O5He3A|2011-11-12|B-iz1LEUgB8JJ0sxfQAZdg|5|We went here with a friend and my hubby's cousin, and it was fantastic, yes it's a little pricy, but the white roses ice cream was so wonderful, and the lime basil sorbet, is so refreshing. It's a treat for sure, but it's worth every penny... Oh and try the bacon brittle wow is all I can say.|review|WIGMEKQR1ZDacOewftwudw|0|0|0
ldyS8f473wv4o9-AHO0ZIQ|2013-05-30|-yUkbFhDFR5IE8njpopbVQ|5|We always come here its a no frills park its got a small dark park for dogs under 20 lbs and one for dogs over 20 lbs. Water fountains are available for both sides. Water bowls seem to come and go.  Doggie bags are provided for pickup, park is generally clean.|review|a9gA1WgxLPTn-oThlymZuw|0|0|2
R8VwdLyvsp9iybNqRvm94g|2012-07-15|WgvQANHuVLw0Dcb3jsmquA|4|I didn't really get a chance to try out much here.  I walked in during the evening hoping to grab a sandwich and apparently they don't serve sandwiches after 5pm...which I think is strange. Well, I had a cucumber, avocado salad with tomatoes, calamata olives, and feta cheese with a light lemon dressing.  It was SUPER TASTY! Hope to try more next time I visit AZ|review|5IVem1W8rmh4bOahDqumig|0|0|2
r-a-Cn9hxdEnYTtVTB5bMQ|2010-04-29|lI8ZzBgS6YWw_kJ_vt1OPA|1|Where do I start.    The burgers - All  were over cooked.  The fries - they were soggy.  We told the waitress that they weren't edible and sent them back.  She brought out a new order and they were just as bad as the first.  Warm Jumbo Bacon Salad - It's listed under Starter on the menu and that's how we ordered it.  It came out after all the burgers and fries.  The bacon on the salad wasn't cooked.  It wasn't edible.  Chocolate Bread Pudding -  It was cold in the center.  We thought they had a great concept for a restaurant and we love burgers, so we were excited to eat there.  We will never go back.|review|4IWN6WJcl64L5myjks7i5A|0|0|3
71xlcms6xF0jmrWzGrFKFA|2008-07-27|WWS33SxykWP9lvRZtFf4kg|4|Love this track ! It's fun  with lots of choices for riders. My husband and I  biked out here many times this spring. It is  pretty intense in spots for those not used to really mountain biking.     The long loop   is really long , be prepared with water.  It has some big drops, sandy washes , rocky trails and desert beauty.   Warning this is used by many very competitive riders. If you are not used to riding on single track with other riders than be prepared to get out of the  way quick.|review|tdNV2Wb0LrFpm1Yfov_Klw|1|0|1
YJoph5UiUZ3BEb49vyFAuQ|2011-04-17|GUu0pS8xF1RHVHxg21BRzw|4|I'm into lists so I'll just keep this simple.  Here's what I like about the Garage:  -great vibe -friendly and competent servers (who also frequent some local bars in the area, so be nice b/c you'll run into them again!) -caprese salad -sweet potato fries -wide selection of awesome beers on tap - bet you haven't heard of several of them! - nice patio - nice TVs for the sports fans (though none on the patio) -hard cider on tap -tile on the ladies room is very pretty  =)  (yes, I did just write that! haha) -cute servers (both men and women), there are a fair amount of servers in this area who still have mullets and sport 80s do's so this is a nice change of pace!   This area of Central Phoenix pretty much has only dive bars or true restaurant/dining options. but the Garage offers the perfect medium in between.  You could go there for food or you could go there just for drinks.   Definitely recommend checking it out if you are in the area!|review|M6Wi9pKDx-W6rGgmf9GVMw|1|0|2
U9iWs_XQ88IEj_Cgawyz4w|2011-12-02|HLvfrfiTNj5cyddCouck5A|1|"I ordered a spaghetti with marinara and meatballs, which is not an easy order to mess up I might add, and it was Terrible! The marinara was flavorless and they forgot to drain all the water from the overcooked pasta. The meatballs were tasty, but that's the only good thing I have to say about this $10 ""kid's meal""."|review|-VzCDVlUUBuPUcvmAEsgkA|0|0|0
24qSrF_XOrvaHDBy-gLIQg|2013-01-30|UO9XDSMkdToI9R2LKQtK1Q|5|Fabulous food, great service, enjoyable live entertainment on a Wednesday night!!!! Great place for Cajun fare!!!|review|kF1gCFlaXrUzzbuiWCGvAA|0|0|0
2ceeU8e3nZjaPfGmLwh4kg|2012-01-18|2nBM4e0E6crR11PZ210h3A|4|This is a cool hangout. I wish the heat lamps were used...  because it's cool.|review|RUmnmK0e6gtk79psET9uQQ|0|1|1
V1nEpIRmEa1768oj_tuxeQ|2014-01-21|bFHUHNNZ-Aimej6uq-LUJA|4|good pizza in a cute bungalow with a lovely outdoor garden seating!|review|G8vZ9litSWIQVOIhiX52ug|0|0|0
V1nEpIRmEa1768oj_tuxeQ|2013-04-25|PowG-yzfNLjguJo-IkI6sg|5|Wow! I'm really glad I came here tonight! I've heard lots of good things about this place and finally came here for dinner tonight. What a treat!  It turned out to be a really positive experience, and I had a good time.  My friend and I were seated right away and we decided to sit inside instead of on the patio. Neither of us had been here before, but since it seems to be a popular joint, and we had an idea of what to expect.  The place is an old house turned restaurant, and its really well decorated.  Nothing over done, but done just right.  Our server was real a real cute guy, and he told us all about the menu.  If you want to get one pizza and do half and half, you can do that.  They also have a great wine and alcohol menu as well, and I wish I would have ordered something to go with my pizza.  I went with the dovita pizza, which came with cheese and salame.  Tasty!  My friend got a half and half pizza, but I can't remember which one.  Food was all around good, and service was awesome.  I would love to return in the future as it was a really wonderful experience.  I love you Cibo!!|review|JffajLV-Dnn-eGYgdXDxFg|4|2|5
GpH5UZzFs16zb4bOWcPVrQ|2013-06-21|YyMwNu-0JYmFbx7QWYoVpw|1|I was very disappointed with my stylist. I had gone in with very light blonde hair and when I left it was at least 3 shades darker.  I went in to get highlights done with some dark brown chunks. She ended up weaving the blonde and brown in my hair. So it came out darker looking.   Then a few days later I went back to get hot pink put in and she still didn't listen to what I had told her. I told her where I wanted the peekaboo's placed and she just did whatever she wanted.   I will never go back.|review|yDiEls8Xida457e3dYQbpg|2|2|2
tfVKzEDu8XYyP8KO1dsNvQ|2012-07-19|geaZXzu2_VfCOgpdKidaSA|5|Understand that these burgers are stocked with ingredients so if you are a burger purist stay at In-N-Out, but you enjoy your burger smothered with deliciousness make your way here... plus the customer service is the old school, know your name and face type of courtesies that will keep you coming back.|review|_mjXNMEBG_0Vp3ga6l0XdA|0|0|0
o1W6gwCqnJqvdCenLWz5GA|2013-08-31|sPZFhzDTwFJgy7LgKwul-g|3|Good food but not worth the wait nor cold food. Been here once and I was not impressed w/ how inefficient the staff operated. The take out is served in a Aluminum container w/ wrapping paper and strings as a lid. Took about 30 minutes to get through the short line and by the time I got home my food was cold. Food was def over priced.|review|gQm2p1gmBPQ4f1sHxgRlbw|0|0|0
f7Xe9Xzoafhi_EY4xwEpSw|2009-05-24|hczz-lyKKqFTVxF4-GTxrw|4|These guys are still delivering consistenly good, fresh food.  It's a great little neighborhood place, good food, friendly owners.  Just a really good place to go for a nice meal out - nothing fancy.  Clean restrooms - always.  Good limoncello after dinner - always a hit!|review|7u3eL3IodZLq4a1ORGJmrQ|1|0|1
dlBKl_UBkiAol4KgCUG5uw|2013-01-08|jOsykVg1QlgKFCWKeg5DSw|4|I was craving WAFFLES! Let's just say that when your tummy tells you, it wants something, give in. It'll save you countless calories eating other food and then having to get Waffles too.   This breakfast hub is perfect for those days when you want a cup of joe and the typical American breakfast. I had waffles with ham and hashbrowns. Yums! The server was nice and helpful. The place is clean... what more can you ask for??|review|6tFzlKTqGXul-tLxeaADEQ|0|0|0
bzDs0u8I-z231QVdIQWkrA|2013-01-06|FlefrCLq4KZ01I4Mah3WTQ|3|As others say ... I HAD TO order the Giant Man vs. Food Del Rey Torta.  Just like the pictures already taken ... this thing is Humongous!  I can't believe I ate the whole thing. The wife got the Alambre de res torta which was also very good if not better. Fun place to check out with friends.  Prices are good and the food is pretty good. It is cool to watch them cook in the open kitchen. It can get pretty busy depending on what time of day it is when you get there. Expect a lot of people.|review|diDUDx82VePOC1hObkHwMw|1|1|1
O-Xa9GCFWI65YiBD5Jw_hA|2010-04-03|vPHWw-cS4k4yix5vxkz6cg|5|We were told their house specialty is the bone-in fillet. We ordered the 12 oz. version, and it surely lived up to its reputation! As with most true steakhouses, it was served alone on a 400 degree plate. The sides are family style, every one we say looked great. We had the Au Gratin potatoes, and while they were drenched in cheese, they still accompanied the steak very well. Wine selection is decent, though overpriced. Good feel to the dining room, and service was good at 8PM on a Friday night.  We'll be back the next time we're in Scottsdale.|review|hNgeWXfExRmnNbOV1AhAUw|0|0|0
2FudHUhV9U54dm0S1ePuCw|2011-01-28|yoJta-EzFU7QFtkg4nKA1w|4|I love this place, I just wish it was closer to me!  Not only do they have almond milk, but they have gluten-free goodies. How awesome! They also offer Sunday brunch menu, so count me in for eggs and potatoes with my latte! They have so many baked goods, enough to satisfy any appetite.  I would come in and work here, the furniture isn't the MOST comfortable I've been in, and plugs are hard to come by with some tables, but it's such a great atmosphere that I don't even care.   The staff is always so nice, what a great place to have a cup of coffee, a date, or a working session.  Park in the parking garage, except it gets a little busy on Sundays when the church parking is there too.|review|qLCpuCWCyPb4G2vN-WZz-Q|1|0|2
E5dqlvxPw9Q4XFqOMw_lqw|2010-09-10|sqYkGkH_duF4gvhYuQ3J_A|2|While the food was tasty (aside from the fact that it was cold by the time it was served to us), the service was EXTREMELY slow and lackluster (they were fairly busy but not enough to warrant the slow service). It took 20 minutes for the waitress to take our order, once our food was ready, it sat on the order counter for a full 10 minutes before she brought it to us. Needless to say, I was not impressed. I suppose they could have been having an off day... but I haven't decided whether I'm going to give them an opportunity to redeem themselves.|review|X3RK116j-w67QGsMuJIReA|0|0|0
6nfTUgP3UvQ_jhnT8kCpew|2011-03-27|RlofnFuqd6lwW2uwDfUywA|4|Been there twice and enjoyed the Teppan tables. Food was excellent, steak was grilled perfect. Chefs do fun tricks and are pleasant.|review|OQ4RPy033yQYxyi1ktue_w|0|0|0
pYc1RP9M0Q6uTu-9JkdShg|2011-09-19|MkYVlbMlvx5OzpinYOwcLA|5|"What a wonderful store - I am new to riding (English Saddle, not Western).  I had a child and what do ya know, my feet grew!  So I went to buy a pair of reasonably priced boots so I can take up riding again. Well, to my delight, they had the best of the best and they happened to be on sale!  I got a pair of leather riding boots that fit me perfectly - I have large ""runners"" calves. My last riding boots looked cool - but were fake leather! Yuck!  The amazing boots were only 59.00 - this is unheard of for a pair of top of the line, well made leather riding boots! So I am one happy girl!  I also picked up a helmet - that was also on sale!  The sales woman was so nice, professional (knew her stuff) and guided me to exactly what I needed!  Loved this store - was broken hearted when the sales woman told me most people come in and try there stuff on - only to leave their store to find it on the internet cheaper!  Yuck!  People, lets support our local business's - this isn't a Nordstrom - I am pretty sure this is a family owned business!  Thank you Cindy and happy riding!  I will say the only negative thing is there location - it is a bit hard too see from the street - I wish for them (they had a more visable location).  Screw the internet - I like to try my stuff on and meet the nice, helpful people along the way! :)"|review|fQ65oVUPQ3RXhm6qtjUTSg|0|0|0
DR313fx6DQbU_wcEFhr5vg|2010-06-01|Qwucmjrti_ouZUIz2V_c9g|4|I'm a fan. Conveniently located about 10 minutes from both the Phoenix airport and Mill Ave, this resort is off set from the chaos and noise of the down town Tempe while leaving everything accessible. I've stayed here for business twice now and both times have been a great experience. The rooms are clean, well maintained, and not the generic Marriott layout. The pool and hot tubs are laid in the red rock hillside with rivers and waterfalls, and there is a Central bar, Thirsty Cactus Pool Bar and grill, overlooking it all. The on-site restaurant, Top of the Rock, is a good meal from what I remember (didn't eat there on my recent stay), and the Market Cafe serves an variety of options for breakfast/brunch. If I'm in Tempe again, The Buttes is where I'm staying.|review|9mf3KnoyEtWPEGUI2Refpg|1|1|3
ksotKTjq9bGWnANyZH6IFQ|2012-01-07|bCuNJGo4uV8G4XxlzFBr9w|2|It was so-so I would rather go to yogurtland.  Some of the flavors tasted horrible. The cheesecake tasted like old blue cheese I almost got sick!!!|review|v26k4Bzy9GiLLlSmDk8LfA|0|1|0
wwQxWLK7kHj6MaywBdcfFw|2012-07-18|Y27TPk7ZORQAkfv2Uq1yAg|3|"Poor Yummy Yummy...why do they get such bad reviews?  Firstly, I don't eat meat very often (sorta Vegetarian) so maybe people have had some poor dishes based on that. Secondly, I haven't stepped foot into the restaurant once (in my experience strip mall Chinese places aren't always the nicest looking on the inside)...  Those two things aside, I get take out from them often. The quality is good, they're super prompt, and the food is always hot.  So for what it is, it's convenient and decent.   I like that they'll sub anything --- If you want make it a Tofu dish, or Shrimp.  I usually get the Tom Yam Soup with Shrimp - Very good Orange Shrimp (I just ask them to make it) - Good Shrimp with Broccoli - Good.  I don't know about anything else...because it might be risky!  FYI - When ordering some of you complain about an accent on the phone. Use your brain, if you say ""Number 12 please..."" and she replies in a thick accent  ""wahtah ehg drahp"" She's probably relaying your order ""wonton egg drop"". Use your head. It's not complicated...and you're just being tactless."|review|oKzkyfGalJC3-BOeLLCcIw|0|1|5
x_MCZPQ9G-IsDnwkJBceIQ|2013-10-14|xIYzDGyX0gJ7nLHeBVEHqg|5|Romantic cozy Italian restaurant in the heart of old town, a little on the dated side of things. This place reminds me of Bautistia's hole in the wall in Vegas. They  have cioppinio!!! I never have left here hungry or not thoroughly entertained.  Great food, great wine selection and the people watching is awesome on the patio.  I passed by this place so many times... this is a great place to eat, don't need to get all fancy for and has great servers.|review|ZZpXfbQn0nU22OGDW15TRA|1|0|2
mxrXVZWc6PWk81gvOVNOUw|2012-04-10|T0V1tesKqx2ACJ8HCqftqw|4|I work in this office building and I'm so glad because I probably wouldn't have discovered RF otherwise! We've been here for a few work dinners since we moved in, and everything is so good! The service is always great, and I'm never disappointed with what I get. My favorite appetizer is the kettle of green chile pork, which I could probably just finish off by myself. I've tried the roasted chicken and buttermilk-fried chicken on two occasions, and both are great. One is obviously better for you, but the fried chicken is a guilty pleasure I have no shame in ordering. They also have a great happy hour which is great to enjoy on the patio, but it fills up quickly, as they open at 4pm. I can't wait to get back here soon!|review|6OWHDbEq23f24Vki_veHBA|0|0|3
5kRug3bEienrpovtPRVVwg|2012-06-10|LiYlR5k9f57H90X2qJlqMA|5|As flavorful a menu as you're ever going to find; the food tastes as good as it smells.  If you're looking for a quieter evening, be sure to request the Rokerij side, rather than Richardson's.  Unique, romantic, dark, and hip, the setting and dishes are one of a kind.  I plan on going back, but not before I finish my leftovers, today!|review|ThOb8OjRC_H8EsmtMgcD9Q|1|0|1
AqbgC7Gul5Es1rRzGNLDFA|2013-04-14|orpV3V4qMLQSwhAzvznAiA|1|Its a decent cupcake but nowhere near the hype it gets. There are much better cupcakes to be had without having to deal with the horrible parking situation and sometimes long lines.|review|OPStKHloEOVxcBtFgkzh2A|0|0|1
rQ4z0EStSZE4acgkne6Hmg|2011-10-22|eDLswBESTJXm7yGIxokevg|5|Wow!  I was really surprised by the food here!  My wife and I were invited here as part of a group celebration.  What a perfect place to host a small party!  As you are driving to the Tuck Shop you feel as if you are going to get lost.  However, we found it easily though based upon mapquest directions.    The atmosphere is interesting and unique.  My wife loved the decor, and it felt very comfortable.  I found it funny that a few people were confused by the sliding restroom doors and thought it was appropriate to use the bathroom in full view of anyone happening down the hallway!    I still remember the taste from a few standout dishes that night....mmmmm.....filet mignon and shrimp dish.  I'm not sure if we had a special menu for our group, or if the menu changes frequently, but I didn't see some of the items we ate when I browsed the menu on their website.    I have to go back again soon!|review|WHi6um_c1RaFecYZ-TlRfQ|1|1|0
JxVGJ9Nly2FFIs_WpJvkug|2009-02-05|jxvNPfbkglmuKGyUDdKHsw|4|Fun, Fast, Easy, Yummy.  Nice Flatbread style pizzaz, done right, crispy, not thick & greasy. Yummy fresh & unique toppings.  Crisp salads.  Good place for kids :-)|review|h7v_M_0-YVpSVZ2WD7FpAA|0|0|1
VXIkI9_EbDbYHeO9IzKjJg|2008-04-13|IomxRiqExTUHY-HLCO2zig|5|This place is great!  For starters, when you enter, its very colorful.  There was some spanish music playing overhead, and loads of things to look at.  They have a huge meat department, groceries, bakery and everything im between.  I wandered through the isles and liked what I saw.  I ended up eating a breakast burrito at thier food bar at the far end of there store.  I think this is a truely southwest expereince to come here, and I wish I had known about it when my friend Jason came out last October.    They also have a lovely resturant attached to this place (as if the store itself won't do it for you) and that it authentic in itself.|review|JffajLV-Dnn-eGYgdXDxFg|3|2|3
oSKKhngtyMqqG1lvEv10uw|2013-05-02|mzXrgff07wlHJUTw8giQtA|3|Can any other students from SCNM please submit a review? There is a woefully inadequate amount of student reviews from actual SCNM students regarding this school online (1-2 students is too small of a sample pool), and that concerns me. Thank you!|review|ZLGpZh0pbKqOt9xFb-S4mw|0|0|1
